lon,lat,tas_mean,tas_trend_per_decade,tas_trend_p,huss_mean,huss_trend_per_decade,huss_trend_p,rsds_mean,rsds_trend_per_decade,rsds_trend_p,sfcwind_mean,sfcwind_trend_per_decade,sfcwind_trend_p,ps_mean,ps_trend_per_decade,ps_trend_p
110.25,21.75,23.581924,-0.4774870439009233,0.2676308218933017,15.147477,0.4972129012599136,0.18295517012837748,159.46642,-4.581414425011837,0.5564258621185566,2.8270683,-0.2735993067423503,0.08095085932553547,1004.4758,-0.36952903053977276,0.410078620682835
110.25,22.25,22.620333,-0.5609202529444839,0.22777892344785364,14.504681,0.544468388412938,0.13033498292435547,154.47412,-5.08154296875,0.5121904445029485,2.6371634,-0.29837544759114587,0.08309633968566589,991.6429,-0.35996685606060613,0.38368355972332796
110.75,19.75,24.884232,-0.22220981482303503,0.5881709651532723,16.735254,0.27132300174597535,0.5083083518268128,189.10811,-0.15065326112689392,0.9865510424271466,4.052368,-0.245629426204797,0.1775819909232378,1006.1458,-0.44842714251893945,0.41769008346981285
110.75,21.75,23.850845,-0.3405186046253551,0.3724176293637824,15.381445,0.5042362213134766,0.1840128311597313,164.32605,-4.102824818004262,0.5921724350722688,2.6693575,-0.13418164397730972,0.26408197102588643,1006.53766,-0.391427704782197,0.40829424882882265
110.75,22.25,23.11572,-0.500017108339252,0.2315159211238051,14.989558,0.5374470335064512,0.12986831537186472,157.53958,-4.277916185783618,0.5740068227102721,2.3636043,-0.24397387649073746,0.07635351101000384,991.40857,-0.360821348248106,0.4012294331363643
111.25,21.75,23.0811,-0.36099809588807996,0.3191093889644141,15.234361,0.45149109580300073,0.23525924890745958,166.12764,-2.5687995679450752,0.731354417970669,2.5393395,-0.18060273835153293,0.10543692722273965,992.9549,-0.40659031723484845,0.3816492218570712
111.25,22.25,22.036987,-0.5067675041429924,0.1955860984161226,14.814506,0.5251793138908617,0.12230286306130732,156.28757,-3.1879827325994317,0.6660228813316729,2.0811656,-0.1857463013042103,0.08339247094981513,961.3036,-0.3623083866003788,0.39194116409158986
111.75,21.75,23.142902,-0.41571461070667615,0.21206279514348642,15.154568,0.38790269331498584,0.2708351933489697,164.70663,-1.0343424479166667,0.8960258168421772,2.7785583,-0.14321530948985706,0.26327652535296553,1004.89764,-0.4210796934185606,0.3963136486807114
111.75,22.25,22.165861,-0.5277097297437263,0.14478448583942893,14.50719,0.44091617699825403,0.17306592268399276,152.92323,-1.4764015891335225,0.8546992600525977,2.2291017,-0.22243719389944364,0.05332604520238823,988.8863,-0.384417909564394,0.40025561291259315
111.75,22.75,22.137499,-0.5143615260268704,0.2041011608697769,14.197592,0.37365792014382104,0.2387272426762157,151.73125,-2.013949307528409,0.7998209154804429,2.0630913,-0.19226480252815015,0.09952945238995992,990.68286,-0.36308519767992425,0.39274559858458336
112.25,21.75,23.30875,-0.4409635139234138,0.13058931406513397,15.443835,0.2958627180619673,0.34908052103084525,164.03366,0.7244947028882576,0.9372373781860225,3.508577,-0.27894166021636035,0.05664552811193212,1002.158,-0.40771484375,0.4084498313963216
112.25,22.25,22.469786,-0.5287776137843276,0.10711552952689127,14.592025,0.3837503375429096,0.2534006041597353,154.20058,-0.06193866151751894,0.9943210607717737,2.6247845,-0.26550980770226684,0.049212918977244065,991.1386,-0.38843513257575757,0.4043894199259701
112.25,22.75,22.03478,-0.5140738053755327,0.15967726196009624,14.022258,0.3426063422000769,0.30600153158775467,150.15875,-0.9764848188920455,0.9075328999028734,2.2726507,-0.2224842562819972,0.0675325235365543,992.9948,-0.3747151692708333,0.3987784116422335
112.75,22.25,22.88333,-0.44072954582445545,0.13453834434554396,14.651704,0.3244662429347183,0.30006436908170125,160.3605,1.4762637976444128,0.869483045360627,3.1144383,-0.25094944058042584,0.10091321028455974,1003.0616,-0.39466811671401514,0.41228695438699847
112.75,22.75,22.661734,-0.45647407300544507,0.18068637588028957,14.200077,0.3146218964547821,0.34435905554167234,152.63426,0.3483415083451704,0.9681988794841123,2.6473494,-0.22008803396513968,0.11846008328262446,1002.3872,-0.3778113162878788,0.40734772479626125
112.75,23.25,22.360588,-0.30841896750710224,0.40202019721652416,13.974181,0.3610338731245561,0.34037430879236596,148.62009,-1.7213449189157197,0.849453467896136,2.3166509,-0.0990421555259011,0.41885415365701023,1003.2872,-0.38898259943181823,0.3864960378903179
112.75,23.75,21.396248,-0.14197829275420215,0.7025287057563824,13.848364,0.2866893537116773,0.43524326881687797,144.80438,-3.5027336351799243,0.6859236186429799,2.1293862,-0.01560461882388953,0.8807089288162548,980.16266,-0.36009632457386365,0.38555790536529827
113.25,22.25,23.142841,-0.2859342170484138,0.32739298334157396,14.902908,0.3021908384380918,0.2585864760308796,168.60631,1.924869421756629,0.8254106431860497,3.7186637,-0.21016733574144766,0.21511091894386997,1006.1275,-0.4009158972537879,0.4205941242888
113.25,22.75,23.07157,-0.3547714695785985,0.30636060574053475,14.37806,0.3076364343816584,0.3207660135867295,159.80463,0.3637908010771781,0.9677043597437109,2.9903152,-0.1975524931242972,0.22348764001142263,1009.74286,-0.3729285037878788,0.4340263599863852
113.25,23.25,22.92492,-0.28723190770004736,0.4197625621222644,14.255581,0.37423174309008045,0.33379335694210205,152.93317,-1.178234678326231,0.8955063272612009,2.6729877,-0.12106672922770181,0.39291454795243663,1007.3655,-0.3818618312026515,0.41290855433709844
113.25,23.75,22.121866,-0.16531233354048297,0.6513112868314832,14.179788,0.29947980244954425,0.4447023959032039,147.63264,-3.034125125769413,0.7292529488483627,2.338542,-0.07714358243075284,0.5393984720104008,992.6752,-0.37926136363636365,0.3853171250861111
113.75,22.75,23.29905,-0.25248614224520594,0.42941494778829503,14.784593,0.3179043856534091,0.2632626340949015,166.04208,1.26220703125,0.8859402263982684,3.2182493,-0.13393217144590436,0.3894385285952846,1007.9336,-0.39349550189393945,0.4220231965509345
113.75,23.25,22.666533,-0.2250711845629143,0.5161047933486556,14.295837,0.39325754570238514,0.2742644565877225,156.57677,-0.04975844874526515,0.9955323350035832,2.3824446,-0.07648913065592448,0.5164816972221525,1003.0143,-0.3887643525094697,0.41211498138980557
113.75,23.75,21.472092,-0.13154925722064395,0.7054118300295215,14.0425625,0.3177710446444425,0.3948669865118306,149.42984,-1.7293867631392046,0.8458068105894733,2.1773412,-0.05432857889117616,0.641167025778007,975.19257,-0.3695401278409091,0.38922208307400824
